id,display_name,works_api_url,h_index,works_count,country_code
A5003657053,Jennifer Mueller,https://api.openalex.org/works?filter=author.id:A5003657053,24,78,US
A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,8,26,US
A5025168018,Peter R. Monge,https://api.openalex.org/works?filter=author.id:A5025168018,39,129,US
A5081593344,Jay Melican,https://api.openalex.org/works?filter=author.id:A5081593344,4,9,GB
A5053214136,Sze Yan Liu,https://api.openalex.org/works?filter=author.id:A5053214136,25,75,US
A5011511376,Shuaifu Dai,https://api.openalex.org/works?filter=author.id:A5011511376,7,19,CN
A5047912696,P. Ganti,https://api.openalex.org/works?filter=author.id:A5047912696,3,3,US
A5108669576,Libing Li,https://api.openalex.org/works?filter=author.id:A5108669576,16,65,CN
A5103380057,Thomas A. Russ,https://api.openalex.org/works?filter=author.id:A5103380057,12,20,US
A5101949384,Seongho Park,https://api.openalex.org/works?filter=author.id:A5101949384,16,143,KR
A5004136982,Arthur Spirling,https://api.openalex.org/works?filter=author.id:A5004136982,24,202,US
A5046684979,Priyank Chandra,https://api.openalex.org/works?filter=author.id:A5046684979,13,46,CA
A5100731724,Q. M. Jonathan Wu,https://api.openalex.org/works?filter=author.id:A5100731724,61,609,CN
A5052892856,Jingtao Ding,https://api.openalex.org/works?filter=author.id:A5052892856,15,76,CN
A5084715861,Petri I. Salonen,https://api.openalex.org/works?filter=author.id:A5084715861,1,1,US
A5073481219,Pamela D. Waterman,https://api.openalex.org/works?filter=author.id:A5073481219,43,98,US
A5066764516,Poornima Prabhu,https://api.openalex.org/works?filter=author.id:A5066764516,3,5,IN
A5042818380,Peter Lista,https://api.openalex.org/works?filter=author.id:A5042818380,3,6,US
A5059416594,Marco Gramaglia,https://api.openalex.org/works?filter=author.id:A5059416594,29,148,ES
A5003176624,Marcelo Cataldo,https://api.openalex.org/works?filter=author.id:A5003176624,24,55,IT
A5100462824,Jiawei Zhang,https://api.openalex.org/works?filter=author.id:A5100462824,17,75,US
A5007150791,Tim Moesgen,https://api.openalex.org/works?filter=author.id:A5007150791,3,13,FI
A5091510379,Zhen Lei,https://api.openalex.org/works?filter=author.id:A5091510379,15,69,CN
A5100398874,Tengfei Li,https://api.openalex.org/works?filter=author.id:A5100398874,35,353,US
A5043533770,William E. Breen,https://api.openalex.org/works?filter=author.id:A5043533770,11,14,US
A5015767766,Harish Kumar Sharma,https://api.openalex.org/works?filter=author.id:A5015767766,16,101,IN
A5023802054,Dan Roth,https://api.openalex.org/works?filter=author.id:A5023802054,87,815,US
A5038294819,Charlie DeTar,https://api.openalex.org/works?filter=author.id:A5038294819,1,3,NG
A5044033087,János Kertész,https://api.openalex.org/works?filter=author.id:A5044033087,66,418,AT
A5044369720,Julie Shah,https://api.openalex.org/works?filter=author.id:A5044369720,42,238,US
A5086332189,Лей Ши,https://api.openalex.org/works?filter=author.id:A5086332189,29,209,CN
A5021395390,Pamela S. Galluch,https://api.openalex.org/works?filter=author.id:A5021395390,5,14,US
A5037890470,Matthew Lenard,https://api.openalex.org/works?filter=author.id:A5037890470,9,50,US
A5115601398,Constantine Sedikides,https://api.openalex.org/works?filter=author.id:A5115601398,31,146,GB
A5112666355,Lindsey Holland,https://api.openalex.org/works?filter=author.id:A5112666355,2,3,US
A5047163184,Yookyung Kwon,https://api.openalex.org/works?filter=author.id:A5047163184,2,3,US
A5006526693,Kara D. Federmeier,https://api.openalex.org/works?filter=author.id:A5006526693,57,227,US
A5053035058,Charlie Deck,https://api.openalex.org/works?filter=author.id:A5053035058,6,8,
A5001875114,Nicole Gerzon,https://api.openalex.org/works?filter=author.id:A5001875114,2,2,MX
A5008020307,James E. Sabin,https://api.openalex.org/works?filter=author.id:A5008020307,29,174,US
A5100395206,Zhenhua Wang,https://api.openalex.org/works?filter=author.id:A5100395206,12,64,CN
A5029559269,Pascal Siegers,https://api.openalex.org/works?filter=author.id:A5029559269,8,46,DE
A5057981251,Stephen Kosack,https://api.openalex.org/works?filter=author.id:A5057981251,14,39,US
A5060107547,Horst D. Steklis,https://api.openalex.org/works?filter=author.id:A5060107547,25,79,US
A5086894726,Ivana Cristina de Holanda Cunha Barreto,https://api.openalex.org/works?filter=author.id:A5086894726,13,123,BR
A5050048557,Ning Hsieh,https://api.openalex.org/works?filter=author.id:A5050048557,15,38,TW
A5029015119,Tenbroeck Smith,https://api.openalex.org/works?filter=author.id:A5029015119,31,70,US
A5073371967,Damian Pieńkosz,https://api.openalex.org/works?filter=author.id:A5073371967,7,14,PL
A5019142982,Whitney Muscat,https://api.openalex.org/works?filter=author.id:A5019142982,4,11,US
A5090784869,Pierre F. Fournier,https://api.openalex.org/works?filter=author.id:A5090784869,17,85,FR
A5100334377,Chenxi Wang,https://api.openalex.org/works?filter=author.id:A5100334377,47,517,CN
A5001313457,Guangxuan Xu,https://api.openalex.org/works?filter=author.id:A5001313457,6,18,US
A5102186278,Jianhua Xu,https://api.openalex.org/works?filter=author.id:A5102186278,7,13,CN
A5043737076,Ingrid van de Leemput,https://api.openalex.org/works?filter=author.id:A5043737076,7,17,NL
A5053248246,Lan Gao,https://api.openalex.org/works?filter=author.id:A5053248246,3,8,US
A5103369004,Paul W. Smith,https://api.openalex.org/works?filter=author.id:A5103369004,8,16,GB
A5020761140,Elizabeth Bruch,https://api.openalex.org/works?filter=author.id:A5020761140,14,38,US
A5100746424,Xu Fei,https://api.openalex.org/works?filter=author.id:A5100746424,6,51,US
A5023048192,Lawrence E. Blume,https://api.openalex.org/works?filter=author.id:A5023048192,42,181,DE
A5082998225,Abu Sayeed Mondol,https://api.openalex.org/works?filter=author.id:A5082998225,7,16,US
A5011368561,Christoph Hoerl,https://api.openalex.org/works?filter=author.id:A5011368561,27,102,GB
A5113512998,Min Kyung Lee,https://api.openalex.org/works?filter=author.id:A5113512998,39,149,US
A5053840112,Wayne Hall,https://api.openalex.org/works?filter=author.id:A5053840112,128,1751,AU
A5025771213,P. G. Niklowitz,https://api.openalex.org/works?filter=author.id:A5025771213,12,27,GB
A5103265539,Amber Gayle Johnson,https://api.openalex.org/works?filter=author.id:A5103265539,1,2,US
A5037530070,Michael Latzer,https://api.openalex.org/works?filter=author.id:A5037530070,23,203,CH
A5108189002,Gordon Sun,https://api.openalex.org/works?filter=author.id:A5108189002,13,23,CN
A5054378901,Roland Imhoff,https://api.openalex.org/works?filter=author.id:A5054378901,39,227,DE
A5034060718,Raynard Kington,https://api.openalex.org/works?filter=author.id:A5034060718,39,109,US
A5033671063,Marco Cristani,https://api.openalex.org/works?filter=author.id:A5033671063,43,339,IT
A5026326487,Hazel Pennell,https://api.openalex.org/works?filter=author.id:A5026326487,13,32,GB
A5052381671,Jeremy Blackburn,https://api.openalex.org/works?filter=author.id:A5052381671,42,264,US
A5112565878,Steve Maybank,https://api.openalex.org/works?filter=author.id:A5112565878,23,41,GB
A5102877899,Yang Cai,https://api.openalex.org/works?filter=author.id:A5102877899,26,226,US
A5111343328,Shangkun Sun,https://api.openalex.org/works?filter=author.id:A5111343328,3,8,CN
A5046867690,Alexander Muryy,https://api.openalex.org/works?filter=author.id:A5046867690,8,22,GB
A5100745497,Liang Chen,https://api.openalex.org/works?filter=author.id:A5100745497,16,75,GB
A5073348089,Jae‐Won Ha,https://api.openalex.org/works?filter=author.id:A5073348089,23,84,KR
A5091573499,Javier Cenamor,https://api.openalex.org/works?filter=author.id:A5091573499,9,18,SE
A5076265623,Emine Yılmaz,https://api.openalex.org/works?filter=author.id:A5076265623,35,288,TR
A5042962646,Douglas G. Altman,https://api.openalex.org/works?filter=author.id:A5042962646,252,966,GB
A5044541383,Ke Gu,https://api.openalex.org/works?filter=author.id:A5044541383,49,203,CN
A5070994189,Amanda K. Hall,https://api.openalex.org/works?filter=author.id:A5070994189,16,58,US
A5004364082,Shuji Hashimoto,https://api.openalex.org/works?filter=author.id:A5004364082,59,1039,JP
A5100355277,Yong Li,https://api.openalex.org/works?filter=author.id:A5100355277,78,1494,CN
A5100410733,Xiaohui Wang,https://api.openalex.org/works?filter=author.id:A5100410733,67,606,CN
A5020270223,Claudio J. Tessone,https://api.openalex.org/works?filter=author.id:A5020270223,31,253,CH
A5013262618,D. Sunshine Hillygus,https://api.openalex.org/works?filter=author.id:A5013262618,29,109,US
A5012806143,Mervi Raudsaar,https://api.openalex.org/works?filter=author.id:A5012806143,8,36,EE
A5053051874,Isaac M. Dinner,https://api.openalex.org/works?filter=author.id:A5053051874,9,19,US
A5074734777,Douglas Selent,https://api.openalex.org/works?filter=author.id:A5074734777,5,10,US
A5029650137,Reto Hofstetter,https://api.openalex.org/works?filter=author.id:A5029650137,14,93,CH
A5077869603,Song Cao,https://api.openalex.org/works?filter=author.id:A5077869603,10,31,CN
A5066728847,Tamás Vicsek,https://api.openalex.org/works?filter=author.id:A5066728847,79,348,HU
A5035052603,Naren Ramakrishnan,https://api.openalex.org/works?filter=author.id:A5035052603,54,588,US
A5002153637,Christian Testa,https://api.openalex.org/works?filter=author.id:A5002153637,12,36,US
A5101810876,David J. Schwab,https://api.openalex.org/works?filter=author.id:A5101810876,46,141,US
A5000640743,Samantha Eddy,https://api.openalex.org/works?filter=author.id:A5000640743,1,2,US
A5100643225,Muhammad Imran,https://api.openalex.org/works?filter=author.id:A5100643225,42,157,CN
A5089181636,Lewis S. Nelson,https://api.openalex.org/works?filter=author.id:A5089181636,62,930,US
A5005687489,Lisa M. Quintiliani,https://api.openalex.org/works?filter=author.id:A5005687489,23,116,US
A5052052855,Sabrina Yum-Chan,https://api.openalex.org/works?filter=author.id:A5052052855,2,3,US
A5033397809,Olaitan Awomolo,https://api.openalex.org/works?filter=author.id:A5033397809,2,2,US
A5042550344,Andreas Roepstorff,https://api.openalex.org/works?filter=author.id:A5042550344,58,206,DK
A5073463206,Nicholas J. Mulcahy,https://api.openalex.org/works?filter=author.id:A5073463206,9,11,AU
A5086361853,Thomas J. Flamson,https://api.openalex.org/works?filter=author.id:A5086361853,7,12,US
A5059978010,Bowen Jia,https://api.openalex.org/works?filter=author.id:A5059978010,7,13,HK
A5085310285,Nicole M. Krause,https://api.openalex.org/works?filter=author.id:A5085310285,13,35,US
A5084449686,Weiguang Xu,https://api.openalex.org/works?filter=author.id:A5084449686,15,61,CN
A5077384720,Khorshed Alam,https://api.openalex.org/works?filter=author.id:A5077384720,47,322,AU
A5074528179,Gopal Kulkarni,https://api.openalex.org/works?filter=author.id:A5074528179,12,32,IN
A5082010998,Tongqian Zhang,https://api.openalex.org/works?filter=author.id:A5082010998,22,73,CN
A5061393065,Terje Alræk,https://api.openalex.org/works?filter=author.id:A5061393065,24,126,NO
A5081456725,O. Sichelschmidt,https://api.openalex.org/works?filter=author.id:A5081456725,3,4,DE
A5079079128,Suzanne Holm,https://api.openalex.org/works?filter=author.id:A5079079128,9,29,US
A5109045707,Samuel M. McClure,https://api.openalex.org/works?filter=author.id:A5109045707,47,105,US
A5089517750,Lindsay Reynolds,https://api.openalex.org/works?filter=author.id:A5089517750,15,29,US
A5000574657,Vahid Aryadoust,https://api.openalex.org/works?filter=author.id:A5000574657,25,121,SG
A5054316864,Paul Laufer,https://api.openalex.org/works?filter=author.id:A5054316864,3,3,AT
A5051954808,Isabella Peters,https://api.openalex.org/works?filter=author.id:A5051954808,26,193,DE
A5081580898,John F. Duncan,https://api.openalex.org/works?filter=author.id:A5081580898,3,11,US
A5101696592,Rui Wang,https://api.openalex.org/works?filter=author.id:A5101696592,10,69,CN
A5062533209,M. H. R. Stanley,https://api.openalex.org/works?filter=author.id:A5062533209,10,16,US
A5110702582,Sidney Redner,https://api.openalex.org/works?filter=author.id:A5110702582,22,117,US
A5090877776,Ji Hee Jun,https://api.openalex.org/works?filter=author.id:A5090877776,16,83,KR
A5073144861,Yepeng Ni,https://api.openalex.org/works?filter=author.id:A5073144861,7,13,CN
A5036580072,Wentong Cai,https://api.openalex.org/works?filter=author.id:A5036580072,37,540,SG
A5066733214,Tauhid Zaman,https://api.openalex.org/works?filter=author.id:A5066733214,20,84,US
A5023950359,S. V. Sreenivasan,https://api.openalex.org/works?filter=author.id:A5023950359,16,57,US
A5100713381,Tao Guan,https://api.openalex.org/works?filter=author.id:A5100713381,22,102,CN
A5100736197,Yuxia Li,https://api.openalex.org/works?filter=author.id:A5100736197,14,75,CN
A5110931159,Yipei Huang,https://api.openalex.org/works?filter=author.id:A5110931159,4,10,CN
A5104247245,Yaoliang Yu,https://api.openalex.org/works?filter=author.id:A5104247245,24,155,CA
A5008180286,Suphasiree Chantavarin,https://api.openalex.org/works?filter=author.id:A5008180286,4,7,TH
A5063161038,Barbara König,https://api.openalex.org/works?filter=author.id:A5063161038,45,303,DE
A5061996710,Aldrin R. Loomes,https://api.openalex.org/works?filter=author.id:A5061996710,1,3,GB
A5019539940,Jun J. Mao,https://api.openalex.org/works?filter=author.id:A5019539940,57,454,US
A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,18,352,IT
A5101541888,Baiqi Li,https://api.openalex.org/works?filter=author.id:A5101541888,3,11,HK
A5100720510,Qian He,https://api.openalex.org/works?filter=author.id:A5100720510,8,28,CN
A5081236916,Marco De Nadai,https://api.openalex.org/works?filter=author.id:A5081236916,18,115,IT
A5101793577,Yuri Ivanov,https://api.openalex.org/works?filter=author.id:A5101793577,21,69,US
A5003521737,Sophie Duncan,https://api.openalex.org/works?filter=author.id:A5003521737,4,18,GB
A5112294596,M. G. McCall,https://api.openalex.org/works?filter=author.id:A5112294596,24,52,US
A5019186384,Guillermo Ricardo Simari,https://api.openalex.org/works?filter=author.id:A5019186384,33,467,AR
A5043621466,Kota Tsubouchi,https://api.openalex.org/works?filter=author.id:A5043621466,18,196,JP
A5047380888,Joshua C. Peterson,https://api.openalex.org/works?filter=author.id:A5047380888,16,80,US
A5111512664,Binod K. Khaitan,https://api.openalex.org/works?filter=author.id:A5111512664,22,109,IN
A5100449754,Chao Zhu,https://api.openalex.org/works?filter=author.id:A5100449754,21,177,US
A5021327158,Michal Monselise,https://api.openalex.org/works?filter=author.id:A5021327158,5,14,US
A5033133332,Patrick Haggard,https://api.openalex.org/works?filter=author.id:A5033133332,109,709,GB
A5060970505,Henriette Zeidler,https://api.openalex.org/works?filter=author.id:A5060970505,7,19,SE
A5027857652,Samantha J. Lookatch,https://api.openalex.org/works?filter=author.id:A5027857652,8,24,US
A5068799512,Nathalie Henry Riche,https://api.openalex.org/works?filter=author.id:A5068799512,41,105,US
A5048465819,Xiaojiang Liu,https://api.openalex.org/works?filter=author.id:A5048465819,28,127,CN
A5046774571,Owen Ozier,https://api.openalex.org/works?filter=author.id:A5046774571,19,93,US
A5090038371,Didier A. Vega‐Oliveros,https://api.openalex.org/works?filter=author.id:A5090038371,13,57,BR
A5051141507,William Mwangi,https://api.openalex.org/works?filter=author.id:A5051141507,11,38,GB
A5087912116,Inas S. Khayal,https://api.openalex.org/works?filter=author.id:A5087912116,17,78,US
A5067819536,Jessica Cussins Newman,https://api.openalex.org/works?filter=author.id:A5067819536,1,2,US
A5104057887,G. Payling Wright,https://api.openalex.org/works?filter=author.id:A5104057887,3,4,US
A5100932124,Liwei Qian,https://api.openalex.org/works?filter=author.id:A5100932124,2,12,CN
A5103753199,Leonora Wilkinson,https://api.openalex.org/works?filter=author.id:A5103753199,24,40,GB
A5083027866,B. Moghaddam,https://api.openalex.org/works?filter=author.id:A5083027866,24,69,
A5013975803,Jonathan Grizou,https://api.openalex.org/works?filter=author.id:A5013975803,17,60,GB
A5082939094,Lachlan Simpson,https://api.openalex.org/works?filter=author.id:A5082939094,1,8,AU
A5051813406,Jason L. Stienmetz,https://api.openalex.org/works?filter=author.id:A5051813406,19,44,AT
A5107889976,Li Wang,https://api.openalex.org/works?filter=author.id:A5107889976,79,3118,CN
A5054339619,Ruth Halperin,https://api.openalex.org/works?filter=author.id:A5054339619,7,18,IL
A5103364505,Han Liu,https://api.openalex.org/works?filter=author.id:A5103364505,2,3,CN
A5003688818,Bing Cao,https://api.openalex.org/works?filter=author.id:A5003688818,13,68,CN
A5037478891,Anke Wonneberger,https://api.openalex.org/works?filter=author.id:A5037478891,20,62,NL
A5061607117,Adati Tarfa,https://api.openalex.org/works?filter=author.id:A5061607117,8,30,US
A5073770800,Billy Ferguson,https://api.openalex.org/works?filter=author.id:A5073770800,5,13,US
A5086782209,Jordan Selzer,https://api.openalex.org/works?filter=author.id:A5086782209,5,11,US
A5014903011,Amy Orben,https://api.openalex.org/works?filter=author.id:A5014903011,28,96,GB
A5031894852,Bo Malmberg,https://api.openalex.org/works?filter=author.id:A5031894852,42,367,SE
A5014548243,Lisette Espín-Noboa,https://api.openalex.org/works?filter=author.id:A5014548243,7,23,AT
A5069116524,Anthony M. Evans,https://api.openalex.org/works?filter=author.id:A5069116524,29,139,US
A5026325424,Marvin E. Adams,https://api.openalex.org/works?filter=author.id:A5026325424,37,81,US
A5005926480,Jennifer R. Overbeck,https://api.openalex.org/works?filter=author.id:A5005926480,16,50,AU
A5108442932,J. H. Peter,https://api.openalex.org/works?filter=author.id:A5108442932,15,43,DE
A5035518479,Ming Zhang,https://api.openalex.org/works?filter=author.id:A5035518479,26,94,CN
A5101528850,Danqing Shi,https://api.openalex.org/works?filter=author.id:A5101528850,7,43,FI
A5011491152,J.C. Brooks,https://api.openalex.org/works?filter=author.id:A5011491152,59,357,GB
A5022150667,Sasan Maleki,https://api.openalex.org/works?filter=author.id:A5022150667,7,12,IR
A5063870192,Hişyar Özsoy,https://api.openalex.org/works?filter=author.id:A5063870192,4,5,US
A5003055239,M. Irmak Sirer,https://api.openalex.org/works?filter=author.id:A5003055239,6,9,US
A5103355620,Janyce Wiebe,https://api.openalex.org/works?filter=author.id:A5103355620,53,147,US
A5082746757,Karen E. Peterson,https://api.openalex.org/works?filter=author.id:A5082746757,74,477,US
A5029769161,Nick Beauchamp,https://api.openalex.org/works?filter=author.id:A5029769161,4,8,MX
A5001765277,Romain Feron,https://api.openalex.org/works?filter=author.id:A5001765277,16,58,CH
A5039916323,Regula Hänggli,https://api.openalex.org/works?filter=author.id:A5039916323,14,63,CH
A5052324110,Jérôme Chave,https://api.openalex.org/works?filter=author.id:A5052324110,94,427,FR
A5008049737,Thomas V. Pollet,https://api.openalex.org/works?filter=author.id:A5008049737,49,283,GB
A5075286093,Yannick Catouba,https://api.openalex.org/works?filter=author.id:A5075286093,1,1,US
A5031555117,Konark Yadav,https://api.openalex.org/works?filter=author.id:A5031555117,3,6,IN
A5081969635,Zion Tsz Ho Tse,https://api.openalex.org/works?filter=author.id:A5081969635,38,292,GB
A5018492648,Harri Terho,https://api.openalex.org/works?filter=author.id:A5018492648,18,41,FI
A5013873819,Ofra Amir,https://api.openalex.org/works?filter=author.id:A5013873819,17,79,IL
A5079365209,Craig A. Tovey,https://api.openalex.org/works?filter=author.id:A5079365209,38,189,US
A5080403771,Rahman O. Oloritun,https://api.openalex.org/works?filter=author.id:A5080403771,3,5,IR
A5100375665,Seung Won Lee,https://api.openalex.org/works?filter=author.id:A5100375665,16,47,KR
A5023538210,Leiwen Mao,https://api.openalex.org/works?filter=author.id:A5023538210,2,4,CN
A5076630423,Kevin McCabe,https://api.openalex.org/works?filter=author.id:A5076630423,47,217,US
A5024397214,Alessandra Gaia,https://api.openalex.org/works?filter=author.id:A5024397214,10,40,GB
A5061872090,Helmut Satz,https://api.openalex.org/works?filter=author.id:A5061872090,44,476,DE
A5103134241,Raymond Y. Cho,https://api.openalex.org/works?filter=author.id:A5103134241,25,55,US
A5090252563,Dylan S. Small,https://api.openalex.org/works?filter=author.id:A5090252563,58,577,US
A5079438532,Jie Sun,https://api.openalex.org/works?filter=author.id:A5079438532,8,27,CN
A5101945971,Lu Shen,https://api.openalex.org/works?filter=author.id:A5101945971,10,28,CN
A5041145688,Çağlar Gülçehre,https://api.openalex.org/works?filter=author.id:A5041145688,45,122,US
A5012872041,Jinyoung Han,https://api.openalex.org/works?filter=author.id:A5012872041,20,164,KR
A5062910836,Yulia Tsvetkov,https://api.openalex.org/works?filter=author.id:A5062910836,37,298,US
A5083840626,Borut Trpin,https://api.openalex.org/works?filter=author.id:A5083840626,3,17,DE
A5064587316,Natasha Kamneva,https://api.openalex.org/works?filter=author.id:A5064587316,1,1,
A5077986984,Hyobin Kim,https://api.openalex.org/works?filter=author.id:A5077986984,7,43,US
A5035848394,Junfeng Lu,https://api.openalex.org/works?filter=author.id:A5035848394,24,104,CN
A5026930125,Florencia Reali,https://api.openalex.org/works?filter=author.id:A5026930125,17,63,UY
A5112824788,Matthew Asher,https://api.openalex.org/works?filter=author.id:A5112824788,4,10,GB
A5103570137,Lindsay T. Graham,https://api.openalex.org/works?filter=author.id:A5103570137,9,52,US
A5048264180,Melissa Valentine,https://api.openalex.org/works?filter=author.id:A5048264180,18,67,US
A5086490576,Woong-Kee Loh,https://api.openalex.org/works?filter=author.id:A5086490576,14,74,KR
A5038367813,Neil Sehgal,https://api.openalex.org/works?filter=author.id:A5038367813,13,34,US
A5029235448,Sergey Berezin,https://api.openalex.org/works?filter=author.id:A5029235448,12,39,FR
A5039666403,William S. Ryan,https://api.openalex.org/works?filter=author.id:A5039666403,17,43,CA
A5047862613,Ruth M. Morgan,https://api.openalex.org/works?filter=author.id:A5047862613,33,188,GB
A5031964906,Sergio Greco,https://api.openalex.org/works?filter=author.id:A5031964906,32,366,IT
A5038555339,Adam Hampshire,https://api.openalex.org/works?filter=author.id:A5038555339,53,329,GB
A5016839661,Yozen Liu,https://api.openalex.org/works?filter=author.id:A5016839661,9,41,US
A5078276438,Nancy Krieger,https://api.openalex.org/works?filter=author.id:A5078276438,105,517,US
A5066917584,Abdul Rahman Shaikh,https://api.openalex.org/works?filter=author.id:A5066917584,4,19,US
A5030928094,Konstantina Bereta,https://api.openalex.org/works?filter=author.id:A5030928094,15,76,GR
A5091891085,Jakob Ohme,https://api.openalex.org/works?filter=author.id:A5091891085,19,78,DE
A5055420216,Min-Hsin Su,https://api.openalex.org/works?filter=author.id:A5055420216,10,16,US
A5065405793,Michele Guindani,https://api.openalex.org/works?filter=author.id:A5065405793,29,167,US
A5111969957,Arnaud Dupuy,https://api.openalex.org/works?filter=author.id:A5111969957,11,167,LU
A5065432681,Lars Padmos,https://api.openalex.org/works?filter=author.id:A5065432681,1,4,NL
A5037875361,Patrick McDonagh,https://api.openalex.org/works?filter=author.id:A5037875361,11,79,US
A5055805371,Lewis Mitchell,https://api.openalex.org/works?filter=author.id:A5055805371,24,189,AU
A5088039120,Anne Schlottmann,https://api.openalex.org/works?filter=author.id:A5088039120,22,59,GB
A5088532915,Kyle Carlson,https://api.openalex.org/works?filter=author.id:A5088532915,8,13,US
A5009198425,Julia Moeller,https://api.openalex.org/works?filter=author.id:A5009198425,21,69,DE
A5036375564,Wessel N. Vermeulen,https://api.openalex.org/works?filter=author.id:A5036375564,10,58,GB
A5012215428,Toshihiro Tanizawa,https://api.openalex.org/works?filter=author.id:A5012215428,9,29,JP
A5091112545,Antônio Theóphilo,https://api.openalex.org/works?filter=author.id:A5091112545,8,16,BR
A5100840033,Masatoshi Itoh,https://api.openalex.org/works?filter=author.id:A5100840033,49,355,JP
A5028924096,Raphaela M. Velho,https://api.openalex.org/works?filter=author.id:A5028924096,3,4,US
A5031547047,Yogesh V. Joshi,https://api.openalex.org/works?filter=author.id:A5031547047,15,49,GB
A5079887059,Shelby D. Hunt,https://api.openalex.org/works?filter=author.id:A5079887059,81,248,US
A5085248097,Noah Snavely,https://api.openalex.org/works?filter=author.id:A5085248097,67,253,US
A5058287380,Patrick Groeber,https://api.openalex.org/works?filter=author.id:A5058287380,4,9,CH
A5038699799,Riccardo Campari,https://api.openalex.org/works?filter=author.id:A5038699799,5,10,US
A5010271530,Jian Yan,https://api.openalex.org/works?filter=author.id:A5010271530,39,122,CN
A5112895681,Shany Biton,https://api.openalex.org/works?filter=author.id:A5112895681,5,16,IL
A5015311126,Mohammad Atari,https://api.openalex.org/works?filter=author.id:A5015311126,29,143,US
A5027879510,Yu Song,https://api.openalex.org/works?filter=author.id:A5027879510,25,157,CN
A5009128820,Mark A. Musen,https://api.openalex.org/works?filter=author.id:A5009128820,80,647,US
A5035983004,Wenji Mao,https://api.openalex.org/works?filter=author.id:A5035983004,22,170,CN
A5077115405,Daniel Birman,https://api.openalex.org/works?filter=author.id:A5077115405,10,32,US
A5054002112,Jana Sperschneider,https://api.openalex.org/works?filter=author.id:A5054002112,31,145,AU
A5056369725,Jonathan A. Batten,https://api.openalex.org/works?filter=author.id:A5056369725,32,312,AU
A5025881232,Alfred Ko-wei Hu,https://api.openalex.org/works?filter=author.id:A5025881232,2,6,TW
A5023376593,Siyu Jia,https://api.openalex.org/works?filter=author.id:A5023376593,8,27,CN
A5039475418,Mirte A G Kuipers,https://api.openalex.org/works?filter=author.id:A5039475418,25,91,NL
A5077824174,m.c. schraefel,https://api.openalex.org/works?filter=author.id:A5077824174,41,308,GB
A5001174680,Stefano Teso,https://api.openalex.org/works?filter=author.id:A5001174680,13,120,IT
A5057760462,Linda Hughes-Kirchubel,https://api.openalex.org/works?filter=author.id:A5057760462,1,9,US
A5020011842,Carla Moreira,https://api.openalex.org/works?filter=author.id:A5020011842,11,75,US
A5054516256,Matt Taddy,https://api.openalex.org/works?filter=author.id:A5054516256,26,71,US
A5087480257,Shou-De Lin,https://api.openalex.org/works?filter=author.id:A5087480257,32,221,TW
A5036035101,Alex Omerzel,https://api.openalex.org/works?filter=author.id:A5036035101,1,1,CH
A5026625845,Charles Clifton,https://api.openalex.org/works?filter=author.id:A5026625845,68,360,US
A5070555973,Srikruthi C Matli,https://api.openalex.org/works?filter=author.id:A5070555973,1,1,US
A5071904888,Bum‐Sik Lee,https://api.openalex.org/works?filter=author.id:A5071904888,25,157,KR
A5110271950,Bridgette M. Brawner,https://api.openalex.org/works?filter=author.id:A5110271950,19,74,US
A5002786759,Mohammad Shamsul Arefin,https://api.openalex.org/works?filter=author.id:A5002786759,15,212,BD
A5067640436,Yuyin Zhou,https://api.openalex.org/works?filter=author.id:A5067640436,27,149,US
A5068784452,Katy Börner,https://api.openalex.org/works?filter=author.id:A5068784452,47,370,US
A5076743789,Jaclyn M. Dynia,https://api.openalex.org/works?filter=author.id:A5076743789,20,55,US
A5021852148,Sebastian Kaufmann,https://api.openalex.org/works?filter=author.id:A5021852148,7,12,DE
A5101439736,Jerry Li,https://api.openalex.org/works?filter=author.id:A5101439736,41,220,US
A5012765936,Nis S. Jacobsen,https://api.openalex.org/works?filter=author.id:A5012765936,22,52,DK
A5044706022,Justin H. Gross,https://api.openalex.org/works?filter=author.id:A5044706022,12,39,US
A5031166344,Christopher A. Klausmeier,https://api.openalex.org/works?filter=author.id:A5031166344,49,141,US
A5009445587,Matt Bowden,https://api.openalex.org/works?filter=author.id:A5009445587,8,134,IE
A5109963037,E G Stewart‐Wynne,https://api.openalex.org/works?filter=author.id:A5109963037,23,54,AU
A5037455703,Hijung Valentina Shin,https://api.openalex.org/works?filter=author.id:A5037455703,14,26,US
A5011708220,Patrick Minder,https://api.openalex.org/works?filter=author.id:A5011708220,8,15,CH
A5009478901,Yini Zhang,https://api.openalex.org/works?filter=author.id:A5009478901,13,51,CN
A5111658888,Huizhen Tang,https://api.openalex.org/works?filter=author.id:A5111658888,9,17,CN
A5015372644,J. J. Po-An Hsieh,https://api.openalex.org/works?filter=author.id:A5015372644,13,36,US
A5040824554,Xuezhi Wang,https://api.openalex.org/works?filter=author.id:A5040824554,14,56,CN
A5039112307,Joseph T. Yun,https://api.openalex.org/works?filter=author.id:A5039112307,8,21,US
A5103389419,J. M. Wilding,https://api.openalex.org/works?filter=author.id:A5103389419,16,27,GB
A5024097718,Michael E. Bales,https://api.openalex.org/works?filter=author.id:A5024097718,14,30,US
